Arrogance and objectification.,"[""are just objects"", ""are second class citizens"", ""derogatory term used"", ""women are not intelligent""]"
Sexualizing female athletes.,"[""women are hoes"", ""women sleep around""]"
Devaluing women for attention on social media.,"[""are all hoes"", ""is promiscuous"", ""woman are hoes/sexually promiscuous"", ""woman are vain""]"
Implication of toxic masculinity.,"[""are out to get straight men"", ""makes straight men crazy"", ""women are abusive"", ""women are sex objects""]"
"Dehumanizing incels, stereotyping women.","[""women are judgmental."", ""women are mean.""]"
Implied offensive message towards alt-right.,"[""liberals are intolerant"", ""liberals are nazis""]"
"Anti-immigrant sentiment, xenophobic, racist.","[""illegals should be deported"", ""immigrants are not welcome"", ""mexican folks should be deported"", ""mexican folks should not be in the us""]"
Female genital mutilation promotes chastity.,"[""women are sluts."", ""women are whores."", ""women need to be controlled."", ""women need to be kept in line"", ""women should be circumcised, too."", ""women should be punished""]"
Implying all black men have the same first name.,"[""black men are all tyrones"", ""black men don't take care of their kids."", ""black people all look alike"", ""black women have multiple children with multiple men."", ""have different dads""]"
"Offensive language, unstable opinions.","[""gay men are called fags"", ""gay men are indecisive"", ""gay men are lesser than other groups"", ""gay men should be called faggots""]"
Implying promiscuity based on appearance.,"[""unattractive women are objects or not worth being loved."", ""woman are objects"", ""woman are sex objects"", ""you need to put a bag over an ugly women's face to have sex with her.""]"
Minimizing Jewish suffering in Holocaust.,"[""jewish people lied about the holocaust"", ""jews are liars"", ""jews didn't die in the holocaust"", ""trivializes harm to victims""]"
Questioning Japanese identity based on food.,"[""all japanese people are familiar with the same food dishes."", ""all japanese people are the same."", ""japanese people should fit a certain sterotype"", ""japanese people should have a knowledge of japanese foods""]"
Girls lack independence and critical thinking.,"[""women are defined by their men."", ""women are intellectually deficient."", ""women are not as smart as men"", ""women can't form their own opinons"", ""women cannot think for themselves""]"
Implying feminism is hypocritical and selfish.,"[""are hypocrites"", ""dont really care about equality"", ""feminists are hypocrites"", ""feminists are hypocrits"", ""feminists are less intelligent than other people"", ""feminists want inequality""]"
Racial stereotype and insult.,"[""are niggers"", ""calls black people nigger"", ""is inherently bad"", ""slur"", ""use of the word nigger""]"
Negative stereotypes towards immigrants.,"[""all immigrants cost the taxpayers"", ""all immigrants need to stay out"", ""should stay in their own country"", ""should stay out of the usa""]"
Implying gay men are promiscuous.,"[""are just objects"", ""derogatory term used"", ""gay men all have anal sex"", ""gay men are promiscuous"", ""gay men like to have anal sex"", ""gay men like to have anal sex, so poo will be on the condoms""]"
Spread false information to manipulate election.,"[""democrats cheat"", ""democrats lie"", ""liberals are corrupt"", ""liberals are liars""]"
End religious tax breaks and coddling.,"[""christians are hypocrites"", ""christians take advantage of tax breaks""]"
Initial amusement followed by negativity.,"[""trivializes harm to victims""]"
Insensitive joke about 9/11.,"[""terrorist attacks are exaggerated by the govt."", ""trivializes harm to victims""]"
"Implying Muslims responsible, Trump incompetent.","[""trivializes harm to victims""]"
"Stereotyping culinary students, sexist.","[""straight men do not cook"", ""women should cook for men"", ""women should do the cooking"", ""women should take care of all household duties""]"
Derogatory slur for LGBTQ+ person,"[""faggot is a derogatory term for gay people."", ""gay men are called faggots"", ""gay men are lesser than"", ""gay men should be called faggots"", ""gay people deserve to die"", ""gays are gross""]"
Racial stereotype against black people.,"[""black people are the n word""]"
implied bias against left ideology,"[""leftists dont know what this country needs"", ""liberals are wrong""]"
Stereotype: Black people are poor.,"[""black folks are poor"", ""black folks can't afford healthy food"", ""black folks cannot afford good food"", ""black folks eat poorly"", ""minorities are poor"", ""minorities eat poorly""]"
Implying Trump is swamp.,"[""conservatives are bad"", ""conservatives are the \""swamp\""""]"
"Anti-Semitic stereotype, self-hating Jew.","[""describes jews as kikes"", ""jewish people are ashamed of their history"", ""jewish people are k*kes"", ""jews are ashamed of being jewish or self hating""]"
Homophobic slur implied.,"[""gay men should be called fags"", ""gay men should be the butt of jokes""]"
"Racial stereotypes, fetishizing white women.","[""black folks eat chicken"", ""black folks lust after white women"", ""blacks are attracted to white women"", ""blacks like fried chicken"", ""blacks love fried chicken"", ""whites and blacks are different""]"
Racial slurs used casually.,"[""are just objects"", ""derogatory term used"", ""not intelligent"", ""women are refereed to as a derogatory word""]"
Homophobic slur.,"[""fags is a bad term"", ""gay folks are \""fags\"""", ""gay folks are inferior."", ""gay people are called fags"", ""is a disappointment"", ""is promiscuous""]"
Implied homophobia and judgment.,"[""gay folks don't have a family."", ""gay folks don't have kids."", ""gay people don't have families"", ""gay people don't have kids""]"
Stereotypes women as gossipy.,"[""are just objects"", ""are lesser people""]"
Racist comment towards someone supporting black people.,"[""black folks are dumb"", ""black folks are subhuman"", ""black people are less"", ""black people are niggers"", ""blacks are bad"", ""blacks should be called the n-word""]"
Criticism of body size.,"[""women are hoes"", ""women are only worth something if they're attractive"", ""women exist to please men"", ""women should be of a certain body type""]"
Implying Republican Party does not fight.,"[""conservatives are cowards"", ""conservatives are spineless""]"
White people are deceptive allies.,"[""all white people have potential to be racist"", ""white folks are always out to get someone"", ""white folks are evil"", ""white people are all still racists"", ""white people are trashy"", ""white people use everything against blacks""]"
Racist and homophobic insult by Black kid,"[""black people are inferior"", ""black people are slaves"", ""blacks picked cotton"", ""blacks were slaves"", ""pick cotton"", ""were slaves""]"
Racial profiling and police brutality.,"[""black folks are inferior"", ""black folks deserve to die"", ""blacks are common targets of cops"", ""blacks are target of killings""]"
Anti-Semitic stereotype: Cheap and greedy.,"[""jewish folks are criminals."", ""jewish folks should be in jail."", ""jewish people are inferior"", ""jewish people were all burned"", ""trivializes harm to victims""]"
Stereotype of Jewish people being frugal/cheap.,"[""jewish people are cheap"", ""jewish people are stingy"", ""jews are cheap."", ""jews are greedy"", ""jews are swindlers."", ""jews belong in concentration camps""]"
"Anti-Semitic stereotypes, money obsession.","[""jewish people are bad parents"", ""jewish people are greedy/stingy"", ""jewish people only care about money"", ""jews are cheap"", ""jews are miserly"", ""jews are misers"", ""jews love money""]"
Implied stereotype: Black male involvement in violence.,"[""trivializes harm to victims""]"
Negative stereotype about Mexicans.,"[""latino folks are always doing unskilled labor."", ""latino folks wash windows too often."", ""mexican people are cleaning people"", ""mexican people only have service/janitorial jobs"", ""mexicans are illegal workers"", ""mexicans do all the chores""]"
"Misunderstanding Muslim prayer, surprise at reaction.","[""muslim people are terroists"", ""muslims are murderers"", ""muslims are suicide bombers"", ""muslims blow things up""]"
Stereotyping black men as drug dealers.,"[""black people are crackheads"", ""black people are criminals""]"
Boyfriend and girlfriend should not be laughed at by other people.,"[""degrades women by calling them names"", ""hoes are not worthwhile"", ""women are called hoes"", ""women are hoes""]"
Racial profiling - police bias.,"[""black folks are all criminals"", ""black people are thieves"", ""mexicans are all criminals"", ""mexicans are bad""]"
"Implying white is superior, lazy.","[""black people abdicate their responsibilities"", ""black people are lazy"", ""black people are treated worse than white people"", ""black people are uneducated"", ""group doesn't work"", ""that black folks are lazy"", ""they are lazy""]"
Implying black people need validation.,"[""black folks are hanged"", ""black folks are likely to be killed"", ""black folks are subhuman"", ""black folks should be hung""]"
"Racial stereotypes, disregard for lives.","[""are subhuman"", ""are worthless"", ""promotes violences toward black folks"", ""promotes violences toward hispanic folks"", ""that blacks and mexican are not worth living"", ""that it is ok for blacks and mexicans to be hurt""]"
Racial and religious discrimination.,"[""are unwanted"", ""are worthless"", ""black people are inferior"", ""black people are second class citizens"", ""black people don't matter"", ""have no value"", ""jewish people are inferior"", ""jewish people are second class citizens"", ""jewish people don't matter"", ""nobody care if jewish people die"", ""nobody cares about what happens to black people"", ""would be better off gone""]"
Violent stereotype against black men.,"[""black folks are criminals"", ""black folks steal"", ""black people are criminals"", ""black people are violent"", ""black people steal""]"
Racially motivated blame on victim,"[""black folks are inferior"", ""black folks don't matter"", ""black people are less than"", ""black people are the only criminals"", ""black people deserve to die"", ""blacks are responsible for white crime""]"
Dehumanizing racist 3/5 compromise.,"[""aren't a full  human"", ""black folks are inferior"", ""black folks are less than white folks"", ""black people are subhuman"", ""is inherently bad""]"
Stereotype of blacks in Africa.,"[""all blacks from africa."", ""animal more human than blacks."", ""black folks are not worthy of equality"", ""black people are property"", ""black people are stupid"", ""black people are worthless"", ""blacks are less than animals"", ""blacks are slaves""]"
"Mocking disabled individuals, joke about inability.","[""disabled people are objects of humor"", ""disabled people can't walk"", ""handicapped people are inferior"", ""makes a joke about a disability"", ""people in wheelchairs are weak"", ""thinks it is funny if they cant walk""]"
Offensive stereotypes and beliefs.,"[""always think about sex"", ""black folks are criminals."", ""black folks steal things."", ""black people are all thieves."", ""black people are driven by money."", ""can't control themselves"", ""gay men are all obsessed with sex."", ""gay men are driven by anal sex."", ""gay men can't control themselves."", ""gay men touch other men without consent."", ""jewish folks are cheap."", ""jewish folks are frugal."", ""jews are cheap."", ""jews will do anything for money."", ""they like money"", ""they steal things"", ""they want to have a lot of money"", ""will have sex with anyone""]"
Implying association between Jews and burning.,"[""holocaust jokes"", ""jewish people should be killed."", ""jews burned in ovens in the holocaust"", ""jews deserved to be burned in ovens"", ""jews deserved to die in the holocaust"", ""makes fun of holocaust""]"
Mocking Parkinson's symptoms.,"[""disabled people can't control themselves"", ""makes fun of the disabled""]"
"Antisemitic stereotype, implying greed.","[""have large noses"", ""have small penises"", ""jewish people have big noses"", ""jewish people have small penises"", ""jews have big noses"", ""jews should be cleansed of the earth""]"
Offensive stereotype: degrading racial comparison.,"[""are dogs"", ""are not humans"", ""are related to dogs"", ""have dog dna inside them"", ""latinas are dogs"", ""latinas have lots of children""]"
Women can't understand philosophy.,"[""women can't read books made for men"", ""women shouldn't study""]"
Racist comment against non-white group.,"[""black folks are offensive"", ""black folks should be hated just because"", ""black people are offensive"", ""black people aren't worth as much as white's""]"
Minimizing sexual assault claims.,"[""rape doesn't occur in large numbers"", ""rape victims lie"", ""trivializes harm to victims"", ""women lie about rape""]"
Negative stereotypes about priests.,"[""all priests are pedophiles"", ""all priests are rapists"", ""christian men are all rapists and pedophiles"", ""group is full of rapists and pedophiles"", ""priests like to have sex with children."", ""priests like to have sex without consent.""]"
Implied pedophilia joke.,"[""catholic priests are pedophiles."", ""christian priests love little boys"", ""jewish people are deceptive/manipulative"", ""jewish people are greedy"", ""jews are crooks."", ""jews are thieves""]"
Inappropriate sexual behavior from priest.,"[""clergy are pedofiles"", ""priests are pedofiles""]"
Racist stereotype: red bull keeps away Black people.,"[""blacks are called the n word"", ""it's okay to use the word nigger"", ""saying nigger makes everything funny""]"
Stereotype: poor black man only.,"[""black make no money"", ""blacks are not able to succeed"", ""blacks are uneducated"", ""blacks cant support themselves""]"
Objectifying women for appearance.,"[""ugly women are worthless"", ""women are promiscuous"", ""women don't take care of themselves"", ""women should be judged by their weight"", ""women shouldn't get tattoos"", ""women's value comes from their appearance""]"
Toxic masculinity and victim blaming.,"[""women only want to use men""]"
Violent racism and xenophobia.,"[""blacks are criminals"", ""blacks are niggers"", ""blacks should be called the n-word"", ""hispanics are spics""]"
White privilege in law enforcement.,"[""black people are hated by the police"", ""black people are stupid"", ""black people are thugs"", ""blacks are criminals"", ""deserve to die"", ""is inherently bad""]"
"Blaming wife, sexist stereotype.","[""women are inferior to men"", ""women belong in the kitchen"", ""women belong in the kitchen."", ""women can't drive.""]"
Implied stereotype of lack of hygiene and awareness.,"[""indians are dirty"", ""indians have bad hygiene""]"
Racist implication towards Indians.,"[""indian children are produced from rape"", ""indian people rape"", ""indians don't respect women"", ""indians rape their women"", ""native american lives are worthless"", ""native american's owe white's""]"
Africa lacks cultural diversity: only skeletons.,"[""african folks are starving"", ""african folks look like skeletons"", ""are all skinny"", ""are malnourished""]"
Racism towards African Americans,"[""bad"", ""bad humor"", ""black people are scary"", ""black people do things in groups""]"
Racist comparison between bees and humans.,"[""are agressive"", ""are violent"", ""black people are aggressive"", ""black people are violent"", ""blacks are animals"", ""blacks are violent""]"
Implying Africans have higher infant mortality.,"[""african babies die more often"", ""africans are poor and live in third world countries"", ""africans don't have the medicine to take care of their kids."", ""africans have less access to health care"", ""black babies die more frequently than others"", ""blacks can't keep their kids healthy""]"
of living without his sight.,"[""blind people are useless"", ""blind people have no reason to live"", ""blind people should just kill themselves"", ""blindness is the worst"", ""physically disabled folks are useless"", ""physically disabled folks deserve to die""]"
Sexist and dismissive towards women.,"[""calls women out on \""double standards\"""", ""post expresses hate for women"", ""women make excuses for themselves""]"
Negative stereotypes towards Trump and GOP.,"[""conservatives are incompetent"", ""conservatives are ruining america""]"
Implying derogatory gender assumptions.,"[""can't be women"", ""can't change biology"", ""trans women are not good enough"", ""trans women are not real women"", ""trans women are still just men"", ""trans women can't be a real woman""]"
Segregation and inferior education for minorities,"[""black and latino people are dumb."", ""black and latino people shouldn't be as educated."", ""minorities are of lesser value than whites"", ""minorities should not be afforded the same services as whites""]"
Sexist & demeaning toward women.,"[""women are sex objects"", ""women who like sex are hoes""]"
Implied comparison with trashy TV show.,"[""muslims are rapists"", ""muslims aren't monogamous""]"
Insulting appearance and race.,"[""black people are niggers"", ""black people are ugly""]"
Anti-Muslim sentiment: Christmas wish for eradication.,"[""calls for elimination"", ""muslims have no place in the western world"", ""states does not beling in country""]"
Perpetuates rape culture and victim blaming.,"[""have rape fantasies"", ""want to be raped"", ""women lie"", ""women like to be raped"", ""women mean yes when they say no"", ""women secretly want to be raped""]"
Sexist assumption about women.,"[""trivializes harm to victims.""]"
Insensitive reference to school shootings.,"[""trivializes harm to victims""]"
Negative stereotype about Jews.,"[""all jews are bad people"", ""are selfish"", ""jewish people are stingy"", ""jews are greedy."", ""jews are money-grubbers"", ""jews only care about money.""]"
Sexually promiscuous women only interested in material gain.,"[""women are vain"", ""women cheat on their partners"", ""women will screw anything"", ""womens cheat""]"
Stereotyping women as deceitful and promiscuous.,"[""women are fake"", ""women are hoes"", ""women are promiscuous"", ""women fake emotions""]"
Stereotyping Muslims as aggressors in Israel.,"[""muslim folks are inferior \""muzzies\"""", ""muslim folks are instigators"", ""muslims are bad people"", ""muslims attack israel."", ""muslims don't deserve to exist"", ""muslims instigate conflicts."", ""muslims kill jewish people.""]"
Racist stereotypes and offensive language.,"[""blacks are called the n word"", ""blacks have ruined america"", ""blacks like to fight"", ""refers to blacks with the n-word"", ""use of the n word""]"
Implying independents are ineffective and irresponsible.,"[""are failures"", ""don't see their failures""]"
Stereotypes of Asian women in sex work.,"[""chinese women are sex workers."", ""chinese women don't understand english.""]"
"Gender stereotype, comparing alarm to wife.","[""all women nag"", ""beating women is permissible."", ""ok to hit woem"", ""women are less than men"", ""women deserve to be beat"", ""women/wives are nags.""]"
Racist stereotypes in Scarborough.,"[""asian people are dirty"", ""asian people are inferior""]"
Negative stereotypes about women's emotions.,"[""act poorly when they have pms"", ""are all the same"", ""are difficult to work with"", ""have too much interpersonal drama"", ""women are emotional"", ""women are inferior to men""]"
Implying German dreams are disliked.,"[""all germans are nazis."", ""deserve to be made fun of"", ""germans are prejudiced."", ""trivializes harm to victims"", ""were victims of hitler""]"
Racial stereotyping in crime report.,"[""are murderers"", ""are negros"", ""black people are criminals"", ""black people are violent"", ""blacks are violent"", ""referring to blacks with negro""]"
"Reinforces gender stereotypes, appearance over ability.","[""deserves to be made fun of"", ""use their looks to get what they want"", ""women are sluts"", ""women are stupid"", ""women can depend on their looks to help them through life""]"
Homophobic stereotype about anal sex.,"[""gay men have a sexual type"", ""gay men only do anal.""]"
"Gender roles, domination, superiority.","[""are caveman like"", ""are sexist"", ""men are animals"", ""men are stupid""]"
Disrespectful towards defenders of promiscuous women.,"[""women are hoes"", ""women are only good for sex."", ""women are sluts"", ""women are teases."", ""women are whores."", ""women use sex to control men.""]"
Questioning existence of homosexuality.,"[""gay people are rare."", ""gay people are weird.""]"
Inappropriate joke about school shooting.,"[""belittles the crime and the victims families losses"", ""mass shootings are no big deal"", ""trivializes harm to victims"", ""women are sex objects"", ""women are to be shot with semen""]"
Stereotyping of hardworking individuals.,"[""poor white people are the same as rich white people."", ""poor white people don't struggle.""]"
Questioning male capability compared to female.,"[""a female can't beat a real man at anything"", ""girls are weak"", ""girls should lose to boys"", ""it's humiliating to be bested by a woman"", ""it's shameful to be beaten by a girl"", ""women are weak""]"
Implied racial stereotypes.,"[""are lesser humans"", ""are victims"", ""compares blacks and jews negatively"", ""holocaust"", ""not sure"", ""second class citizens""]"
Self-hating Asian women date white supremacists,"[""asian women are racists"", ""asian women are self hating"", ""asian women only date white men"", ""asians don't like other asians"", ""asians dont find asian men attractive"", ""asians have low self esteem""]"
Implying media lies about non-Black individuals.,"[""are always in the news"", ""are negros"", ""black people are murderers"", ""black people are niggers"", ""black people don't get arrested when they commit crimes""]"
Racist joke using slur.,"[""black folks are n-words"", ""black folks deserve derogatory terms"", ""black people are cartoonish"", ""black people are niggers"", ""black people were called niggers"", ""nigger is a derogatory term for black people""]"
Implied white victimhood and targeting.,"[""blacks are killing white people"", ""minorities (blacks, latinos) are taking over the white population""]"
Insensitive speculation and blame.,"[""trivializes harm to victims""]"
Offensive reference to Nazism.,"[""referring to the ovens of the holocaust"", ""that is ok to harm jews"", ""trivializes harm to victims""]"
Blaming diversity for societal issues.,"[""dumb"", ""hates whites""]"
Being tall makes you a target.,"[""trivializes harm to victims""]"
Implies gay men are feminine.,"[""are not men"", ""gay men are not manly"", ""gay men are small"", ""gay men like feminine things"", ""play with girl toys""]"
"Insensitive, racist, objectifying women.","[""indian folks are promiscuous"", ""indian folks cannot speak english well""]"
"Sexual assault excused, women objectified.","[""are just objects"", ""women are sex objects"", ""women deserve to be raped"", ""women enjoy rape""]"
Bisexual is fake for attention.,"[""bisexual and gay men are not normal"", ""bisexual men do not actually exist and are just gay"", ""bisexuality isn't valid"", ""bisexuals don't exist""]"
Implying bisexuality is fake for convenience.,"[""are just gay people"", ""don't exist"", ""they are liars"", ""they are using others""]"
Implying anger and aggression.,"[""woman are annoying"", ""woman are bitches/female dogs""]"
"Women desperate for friends, unattractive desperation.","[""women act desperate"", ""women are called bitches"", ""women don't have many friends"", ""women have no friends""]"
Implying fake appearance and identity,"[""women are bitches"", ""women obsess over their looks""]"
Disrespectful towards women and dismissive of commitment.,"[""refers to women as bitches"", ""women are clingy in relationships"", ""women exist to please men"", ""women should not be respected if you're not married to them""]"
Stereotypes of Black women as aggressive.,"[""black folks are criminals"", ""black women are violent"", ""black women aren't real women"", ""black women should be described in quotes as females""]"
Racist assumption about Black people.,"[""bad"", ""black people are stupid"", ""black people are useless"", ""not good members of society""]"
Stereotype: Black people can't swim.,"[""black folks are slaves"", ""black folks can't swim"", ""black people don't know how to swim"", ""black people hate water."", ""black people were all brought by boats"", ""black people were brought to america on boats""]"
Negative stereotype of black fathers.,"[""black dads are absent"", ""black folks abandon their kids"", ""black folks are bad parents"", ""black kids don't have dads"", ""black men abandon their kids"", ""don't have fathers""]"
Black people are powerful cells,"[""black folks are all criminals"", ""black folks are always in jail"", ""black folks are criminals"", ""black folks are in jail"", ""black folks are physically strong"", ""black folks belong in prison""]"
Dehumanizing comparison to monkeys.,"[""black folks are dangerous"", ""black folks are inferior"", ""black folks are less human than white people."", ""black folks are like animals."", ""black folks are stupid animals"", ""black folks are subhuman"", ""black folks are unruly and violent"", ""black folks behave badly and are criminals.""]"
Negative stereotype about Black people's swimming ability.,"[""black people are less than"", ""black people are no good."", ""black people are unsuccessful"", ""black people can't swim""]"
Racist views on Black equality.,"[""black people are property"", ""black people are worthless"", ""black people shouldn't have rights""]"
Comparing Black people to fruit.,"[""black folks are not worthy of equality"", ""black people are objects"", ""black people are property"", ""black people are worthless"", ""black people do things that deserve lynching"", ""black people should be lynched"", ""blak people deserve to be hung"", ""lynching black folks is acceptable""]"
Implied stereotype of violence towards innocent blacks.,"[""black people are criminals."", ""black people are violent"", ""black people are violent."", ""black people who get shot deserve it"", ""blacks are violent"", ""blacks kill children""]"
Sexist stereotypes about women's roles.,"[""women are for giving blow jobs"", ""women are sex objects""]"
Racist stereotype against black people.,"[""are terrible dads"", ""black folks are bad fathers"", ""black folks don't have fathers"", ""blacks abandon their kid"", ""blacks dont come home"", ""is inherently bad""]"
"Campus is outdated and prison-like, but has attractive women.","[""women are objects"", ""women are walking advertisements for college""]"
Sexist stereotype: women are objects.,"[""women are promiscuous"", ""women are submissive""]"
Stereotyping immigrants as criminals,"[""immigrants are prone to crime"", ""immigrants are tribal"", ""immigrants are untrustworthy"", ""immigrants are violent""]"
Stereotype of women's nagging,"[""women are in abusive relationships"", ""women are less than men"", ""women are powerless"", ""women aren't equal to men"", ""women belong in the kitchen"", ""women have to do chores"", ""women should be seen and not heard""]"
"Anti-immigrant sentiment, violent approach suggested.","[""not belong here"", ""should all go back home""]"
"Implied racial slurs, stereotyping.","[""black people act badly"", ""black people deserve to be called names""]"
"Victim blaming, strong=immunity.","[""rape victims are weak."", ""rape victims aren't strong."", ""rape victims shouldn't be raped if they're strong""]"
"Disbelief in true disability, appearance-based comment.","[""disabled people are ugly"", ""disabled people can't be attractive"", ""disabled people can't be pretty""]"
Negative stereotypes about men in hardware stores and women shopping are implied.,"[""women always keep people waiting"", ""women cannot make up their mind"", ""women love shopping"", ""women shop obsessively""]"
"Requesting a perfect woman for dating, derogatory.","[""women are bitches"", ""women are damaged goods"", ""women are promiscuous"", ""women aren't perfect""]"
Questioning competence of women.,"[""women are entitled"", ""women are not worth celebrating""]"
Ice as a tool for deportation.,"[""are being looked for by ice"", ""are illegal"", ""are illegal immigrants"", ""are subhuman"", ""mexicans are all illegal immigrants."", ""mexicans should be deported.""]"
Dehumanizing comparison of women to trolls.,"[""are trolls"", ""hate men"", ""women are mean."", ""women hate men.""]"
Offensive stereotypes against Muslims.,"[""muslim kids cut heads off."", ""muslim kids cutting heads off is funny."", ""muslims are killers"", ""muslims cut people's heads off""]"
Negative stereotypes about Chicago individuals.,"[""black people are liars"", ""black people are niggas""]"
Anti-Semitic stereotype - Jewish people are thieves,"[""are greedy"", ""jewish people are cheap"", ""jewish people are thieves"", ""jews are obsessed with money"", ""jews love money"", ""jews steal"", ""takes what isn't theirs""]"
Implying biracial child is result of rape.,"[""all black men are rapists"", ""black men rape"", ""black people are predators"", ""black people rape women""]"
Stereotype about Indian people.,"[""indian people smell bad"", ""indians are stinky"", ""indians dont take a bath""]"
Sexual pleasure only for women.,"[""have a lot of sex"", ""have many partners"", ""women are sluts."", ""women don't take learning seriously.""]"
Implying Colombians are violent and hateful.,"[""colombians are worthless"", ""colombians deserve to die"", ""colombians hate americans"", ""colombians shouldn't be alive""]"
Advocating for the killing of black people.,"[""are inferior to other groups"", ""are unworthy"", ""blacks are lesser"", ""blacks should be killed"", ""deserve to die"", ""is inherently bad""]"
Implied domestic violence and racial stereotypes.,"[""it's ok to beat women"", ""trivializes harm to victims"", ""women are objects"", ""women are worth less than men"", ""women should be beaten""]"
Dismissiveness towards story told by woman.,"[""women are inferior"", ""women are servants"", ""women should be the cooks of the house."", ""women should do what men tell them to.""]"
Racist stereotype against Black people.,"[""primitive"", ""uses racist term""]"
Implicit racism towards dark-skinned individuals.,"[""always commit crimes"", ""are criminals"", ""blacks are criminals"", ""have darker skin"", ""latinos are criminals""]"
Selective portrayal of Muslim beliefs.,"[""muslims are stupid"", ""muslims kill women for adultery""]"
Implies GOP lacks Christian values.,"[""christian folks are heartless"", ""christian folks are hypocritical""]"
Expression of readiness for conflict.,"[""women are bitches"", ""women are servants""]"
Women are illogical modern people.,"[""women are strange"", ""women don't use logic""]"
Implying sexual rejection and gold digging.,"[""women are after your money"", ""women are shallow"", ""women are sluts."", ""women are superficial"", ""women only want men for money.""]"
Disbelief and disrespect towards a woman.,"[""women are bitches"", ""women are stupid""]"
Homophobic insult towards Neymar,"[""are not men"", ""gay men are f*ggots"", ""gay men are girly"", ""gay men are ugly"", ""look like women""]"
Dark humour is elitist.,"[""black people are on welfare"", ""black people don't have a job""]"
Sexually promiscuous woman.,"[""women are only sex objects"", ""women are promiscuous"", ""women shouldn't sleep around"", ""women who have casual sex are wrong""]"
Offensive stereotypes about age and disabilities.,"[""dating some that's handicap is bad"", ""handicapped people shouldn't date"", ""the disabled are lesser"", ""the disabled are worthless""]"
stereotyping Polynesians as imitating African Americans,"[""black people are ghetto"", ""nigga is a slang term for black people""]"
